2018-12-01 04:00:28,b'Contact us for Help Email - Help@getdetoxnow.com Call - 1-877-876-9261 #Recovery #Addiction #Treatment #heroindetox\xe2\x80\xa6 https://t.co/Ax1af2gPai',b'GetDetoxNow_'
2018-12-01 04:00:28,b'Welcome to the First Ever Private Network For Staying Sober! #Recovery #Addiction #Treatment #Alcoholic #Sober\xe2\x80\xa6 https://t.co/ZJkTsmZcuo',b'SoberAftercare'
2018-12-01 03:53:08,"b""Omg I'm sobbing well done #sober https://t.co/f2RUPUtm7U""",b'DdlovatoCore'
2018-12-01 03:49:21,"b'\xe2\x80\x9cIf you\xe2\x80\x99re still alive, you still have the chance to get #sober. You don\xe2\x80\x99t lose that chance until you\xe2\x80\x99re dead.\xe2\x80\x9d'",b'NessaAnne13'
2018-12-01 03:46:01,b'Stop fighting yourself. Fight addiction with Soba.\nhttps://t.co/MxhJJtIfjQ\n #sober #treatement #intervention #addic\xe2\x80\xa6 https://t.co/hszLUOsfIr',b'dubaisend'
2018-12-01 03:30:42,b'#thebeach before tonight\xe2\x80\x99s performance @lizottesnewcastle supporting Diesel wow #beardsofinstagram #beard\xe2\x80\xa6 https://t.co/fEkAWHZgPF',b'ColinLillie'
2018-12-01 03:13:20,b'@5FDPChrisKael @5FDPChrisKael My wife has 12 years sober.   Make that conscious effort and choice every day!!\xe2\x80\xa6 https://t.co/Em2Lr22A5T',b'ErikFord12'
2018-12-01 03:02:13,b'RT @GrammyPred2019: UPGRADE\nNew predictions for the category *BEST POP SOLO PERFORMANCE* #NoTearsLeftToCry #mine #Sober #newlight #thegooda\xe2\x80\xa6',b'grandelavigne27'
2018-12-01 02:52:10,b'Download now for $3.99!\n\nLink in bio \xf0\x9f\xa4\x98\n\n#americana #altcountry  #music #mentalhealthawareness #sober  #rockandroll\xe2\x80\xa6 https://t.co/Ts1wr2WUby',b'thedavidhuyler'
2018-12-01 02:51:50,"b""Dont Give Up. Don't Give In \xe2\x9c\x96\xef\xb8\x8f\nSometimes life doesn't go, as we planned.\n\n#dontgiveup #soberlife\xe2\x80\xa6 https://t.co/Oh6GQo73IR""",b'thedavidhuyler'
2018-12-01 02:45:01,b'Join the fight with the Soba team today \nhttps://t.co/wv8tGWlUwU\n Call 866-948-9014 #sober #treatement\xe2\x80\xa6 https://t.co/AExNbIX5Ae',b'aheadsocially'
2018-12-01 01:58:29,b'I just saw an ant laughing ..#sober',b'MrMuneer95'
2018-12-01 01:46:21,b'RT @SherryGaba: Kind of cool &amp; so honored to make the cover of https://t.co/HdruNISXBE with my friend @RealLaurieDhue #sober #sobriety #add\xe2\x80\xa6',b'RealLaurieDhue'
2018-12-01 01:45:48,b'RT @Demi_IsAQueen: @RecordingAcad if #Sober by @ddlovato isn\xe2\x80\x99t Grammy worthy than what is? This deserves a Grammy \xf0\x9f\x91\x91',b'iLive4_Myself'
2018-12-01 01:45:39,"b'RT @JessLadbrook: I\xe2\x80\x99ve been listening to #Sober by @ddlovato a lot and every time I listen to it, I get actual chills. Demi is so strong an\xe2\x80\xa6'",b'iLive4_Myself'
